pk,token_indices,weights
9412,"[207, 9, 12, 219, 65, 24, 2, 75, 61, 12, 121, 5, 188, 3, 169, 582, 16, 6, 133, 2, 69, 156, 9, 2, 1579, 422, 162, 57, 3, 6, 403, 25, 51, 664, 14, 5, 319, 57, 25, 54, 49, 283, 2, 312, 3, 438, 19, 90, 5, 115, 3, 81, 4, 5, 8, 105, 1265, 12, 27, 6, 1576, 18, 105, 31, 310, 22, 109, 428]","[3.8260806, 2.7686634, 4.2341504, 3.8854222, 2.7701347, 1.8580694, 3.6541889, 2.9091341, 2.6995292, 4.2341504, 3.41267, 4.912191, 3.7702034, 4.1483693, 3.7174158, 4.8533316, 1.7576411, 3.580124, 3.4901745, 3.6541889, 2.8076801, 3.6198866, 2.7686634, 3.6541889, 5.9467287, 4.568247, 3.6674004, 5.332506, 4.1483693, 3.580124, 4.568247, 4.1913285, 2.4897258, 5.034352, 1.6516291, 4.912191, 4.45176, 5.332506, 4.1913285, 2.6186116, 2.4507656, 4.1679564, 3.6541889, 4.2536764, 4.1483693, 4.568247, 1.8461946, 3.0736938, 4.912191, 3.3761961, 4.1483693, 2.9760273, 1.0145292, 4.912191, 1.2845422, 6.4861927, 5.54257, 4.2341504, 1.9745326, 3.580124, 5.9467287, 1.9140218, 6.4861927, 2.1291559, 4.2536764, 1.8461946, 3.2430964, 4.568247]"
9413,"[5, 232, 46, 2, 511, 3, 204, 23, 984, 29, 141, 3, 141, 14, 5, 2394, 35, 26, 2, 150]","[2.4560955, 3.9486763, 2.3778827, 1.8270944, 4.8533316, 2.0741847, 3.8854222, 1.7681279, 5.54257, 2.103904, 7.5404067, 2.0741847, 7.5404067, 1.6516291, 2.4560955, 5.9467287, 2.1822214, 1.9403142, 1.8270944, 3.6198866]"
9414,"[6, 47, 8, 21, 333, 108, 10, 198, 7, 19, 4, 126, 22, 75, 111, 2278, 10, 184, 23, 45, 17, 323, 1114, 48, 16, 20, 238, 791, 4, 20, 1175, 395, 1619, 206, 24, 1812, 767, 206, 2, 59, 17, 232, 20, 86, 1508, 17, 115, 3, 83, 15, 159, 23, 2, 1385, 59, 17, 8, 1134, 701, 757, 12, 17, 51, 21, 17, 9, 487, 12, 2, 173, 8, 210, 20, 16, 27, 2, 441, 131, 26, 11, 55, 17, 402, 2, 173, 17, 240, 260, 93, 26, 11, 82, 417, 56, 17, 8, 235, 82, 49, 1644, 3, 357, 12, 2, 889, 1795, 9, 36, 2009, 102, 4, 13, 2134, 7, 889, 8, 1792, 93, 147, 2, 499]","[1.1933746, 2.4635534, 6.422711, 3.6122012, 4.347694, 3.2126062, 2.7453773, 3.7702034, 2.5840435, 1.8461946, 3.0435877, 3.41267, 1.8461946, 2.9091341, 3.2746258, 5.9467287, 2.7453773, 3.8260806, 3.5362558, 2.3437033, 18.226751, 4.347694, 5.54257, 2.4381692, 3.5152822, 8.350043, 3.9486763, 5.256192, 3.0435877, 8.350043, 5.54257, 4.568247, 5.9467287, 7.8973527, 1.8580694, 5.9467287, 5.256192, 7.8973527, 6.3948307, 5.3001604, 18.226751, 3.9486763, 8.350043, 3.0482748, 5.9467287, 18.226751, 3.3761961, 2.0741847, 2.9994752, 1.6383634, 3.7702034, 3.5362558, 6.3948307, 5.9467287, 5.3001604, 18.226751, 6.422711, 5.54257, 5.034352, 5.256192, 4.2341504, 18.226751, 2.4897258, 3.6122012, 18.226751, 2.7686634, 4.8533316, 4.2341504, 6.3948307, 7.5404067, 6.422711, 3.8260806, 8.350043, 3.5152822, 1.9745326, 6.3948307, 4.7004805, 3.4506223, 3.8806283, 2.822767, 2.6032968, 18.226751, 4.568247, 6.3948307, 7.5404067, 18.226751, 4.016383, 4.0892034, 6.3661833, 3.8806283, 2.822767, 6.1473875, 4.568247, 2.5589216, 18.226751, 6.422711, 4.0892034, 6.1473875, 2.4507656, 5.9467287, 2.0741847, 4.45176, 4.2341504, 6.3948307, 11.08514, 5.9467287, 2.7686634, 2.2589502, 5.9467287, 3.1830916, 3.0435877, 1.5005196, 5.9467287, 2.5840435, 11.08514, 6.422711, 5.9467287, 6.3661833, 3.6198866, 6.3948307, 4.7004805]"
9415,"[47, 47, 67, 15, 655, 306, 48, 22, 20]","[4.927107, 4.927107, 2.8270671, 1.6383634, 5.034352, 4.2536764, 2.4381692, 1.8461946, 2.0875108]"
9416,"[5, 9, 337, 487, 2, 88, 95, 24, 2, 305, 23, 30, 21, 206, 44, 1584, 10, 2, 505, 16, 6, 1116, 22, 2, 399, 7, 2, 2199, 7, 889]","[1.2280477, 1.3843317, 4.347694, 4.8533316, 4.567736, 3.1267605, 3.1830916, 1.8580694, 4.567736, 4.2536764, 1.7681279, 2.1291559, 1.8061006, 3.9486763, 2.366332, 5.9467287, 1.3726887, 4.567736, 4.7004805, 1.7576411, 1.1933746, 5.54257, 1.8461946, 4.567736, 4.568247, 2.5840435, 4.567736, 5.9467287, 2.5840435, 5.54257]"
9417,"[12, 276, 6, 47, 1031, 2640, 17, 848, 29, 2, 173, 4, 50, 2, 238, 7, 6, 40, 14, 5, 461, 256, 20]","[1.4113835, 4.1679564, 2.3867493, 2.4635534, 5.54257, 5.9467287, 2.0251946, 5.256192, 2.103904, 1.8270944, 3.7702034, 1.0145292, 2.425759, 1.8270944, 3.9486763, 1.2920218, 2.3867493, 2.2690754, 1.6516291, 1.2280477, 4.7004805, 4.0892034, 2.0875108]"
9418,"[15, 110, 9, 62, 61, 3, 523, 24, 6, 127, 42, 2, 88, 95, 9, 146, 402, 2, 1003, 16, 6, 2491, 26, 2, 1273, 5, 114, 46, 24, 2, 285, 61]","[1.6383634, 3.2430964, 2.7686634, 2.6995292, 5.3990583, 1.0370923, 4.8533316, 3.7161388, 2.3867493, 3.41267, 2.310884, 3.6541889, 3.1267605, 3.1830916, 2.7686634, 3.5314627, 4.568247, 3.6541889, 5.54257, 1.7576411, 2.3867493, 5.9467287, 1.9403142, 3.6541889, 5.54257, 1.2280477, 3.2746258, 2.3778827, 3.7161388, 3.6541889, 4.2536764, 5.3990583]"
9419,"[15, 80, 13, 1037, 24, 19, 5, 115, 3, 31, 454, 7, 1743, 19, 2, 88, 95, 180, 33, 427, 118, 14, 5, 1990, 93, 352, 518, 22, 177, 4, 570, 6, 1618, 1698, 27, 160, 2, 1552]","[1.6383634, 3.023547, 1.5005196, 5.54257, 1.8580694, 3.6923892, 2.4560955, 3.3761961, 1.0370923, 2.1291559, 4.7004805, 1.2920218, 5.9467287, 3.6923892, 1.8270944, 3.1267605, 3.1830916, 3.7702034, 2.3002293, 4.568247, 3.3410935, 1.6516291, 2.4560955, 5.9467287, 3.1830916, 4.45176, 4.8533316, 1.8461946, 3.7702034, 1.0145292, 5.034352, 1.1933746, 5.9467287, 5.9467287, 1.9745326, 3.6198866, 1.8270944, 5.9467287]"
9420,"[2, 2203, 7, 2, 88, 95, 126, 449, 3, 229, 37, 40, 50, 13, 1074, 14, 100]","[1.8270944, 5.9467287, 1.2920218, 1.8270944, 3.1267605, 3.1830916, 3.41267, 4.7004805, 1.0370923, 3.9486763, 2.229313, 2.2690754, 2.425759, 1.5005196, 5.54257, 1.6516291, 3.2126062]"
9421,"[253, 45, 5, 9, 36, 775, 1029, 2423, 23, 42, 419, 7, 462, 87, 2, 88, 95, 44, 79, 22, 284, 21, 2066, 15, 14, 5, 278, 87, 19, 37, 40, 1643, 2, 88, 892, 517, 10, 6, 164, 144, 2, 88, 95, 9, 106, 11, 210, 26, 13, 209, 583, 16, 6, 652, 4, 1078, 787, 48, 13, 820, 632, 29, 2, 173, 16, 6, 106, 4, 151, 57, 3, 671, 15, 46, 50, 6, 28, 1551, 6, 489, 22, 19, 14, 5, 99]","[4.0892034, 2.3437033, 3.684143, 2.7686634, 2.2589502, 5.256192, 5.54257, 5.9467287, 1.7681279, 2.310884, 4.568247, 1.2920218, 4.8533316, 6.1473875, 3.6541889, 9.380281, 6.3661833, 2.366332, 2.9760273, 3.6923892, 4.2536764, 1.8061006, 5.9467287, 3.2767267, 3.3032582, 3.684143, 4.45176, 6.1473875, 3.6923892, 2.229313, 2.2690754, 5.9467287, 3.6541889, 9.380281, 5.256192, 4.8533316, 1.3726887, 5.966873, 3.6674004, 3.5314627, 3.6541889, 9.380281, 6.3661833, 2.7686634, 6.614531, 1.4113835, 3.8260806, 1.9403142, 3.0010393, 3.8854222, 4.8533316, 3.5152822, 5.966873, 5.034352, 2.0290585, 5.54257, 5.256192, 2.4381692, 3.0010393, 5.256192, 5.034352, 2.103904, 3.6541889, 3.7702034, 3.5152822, 5.966873, 6.614531, 2.0290585, 3.7174158, 2.666253, 1.0370923, 5.034352, 3.2767267, 2.3778827, 2.425759, 5.966873, 2.0403085, 5.9467287, 5.966873, 4.7004805, 3.6923892, 3.6923892, 3.3032582, 3.684143, 3.2430964]"
9422,"[37, 915, 3, 6, 40, 54, 7, 62, 206, 6, 915, 54, 398, 21, 961, 308, 85, 5, 2080, 163, 6, 86, 6, 40, 637, 1001, 6, 489, 27, 2, 557]","[2.229313, 11.08514, 1.0370923, 5.966873, 4.538151, 5.237223, 1.2920218, 2.6995292, 3.9486763, 5.966873, 11.08514, 5.237223, 4.568247, 1.8061006, 5.54257, 4.2536764, 3.0482748, 1.2280477, 5.9467287, 3.7174158, 5.966873, 3.0482748, 5.966873, 4.538151, 5.034352, 5.54257, 5.966873, 4.7004805, 1.9745326, 0.9135472, 4.8533316]"
9423,"[388, 2, 28, 314, 2, 2492, 939, 37, 47, 9, 538, 92, 13, 161, 365, 333, 32, 7, 11, 4, 231, 20, 186, 3, 20, 234]","[4.45176, 1.8270944, 2.0403085, 4.2536764, 1.8270944, 5.9467287, 5.54257, 2.229313, 2.4635534, 1.3843317, 4.8533316, 3.2126062, 1.5005196, 3.8260806, 4.45176, 4.347694, 2.1122313, 1.2920218, 1.4113835, 1.0145292, 3.9486763, 4.1750216, 3.7174158, 1.0370923, 4.1750216, 4.016383]"
9424,"[13, 601, 2317, 7, 505, 490, 10, 29, 2, 515, 256, 2, 1002, 2, 2391, 490, 48, 2, 1085, 26, 2, 173, 2195, 4, 78, 7, 57, 54, 2556, 147, 2, 150]","[1.5005196, 5.034352, 5.9467287, 2.5840435, 4.7004805, 9.706663, 1.3726887, 2.103904, 5.481283, 5.034352, 4.0892034, 5.481283, 5.54257, 5.481283, 5.9467287, 9.706663, 2.4381692, 5.481283, 5.54257, 1.9403142, 5.481283, 3.7702034, 5.9467287, 1.0145292, 3.0482748, 2.5840435, 2.666253, 2.6186116, 5.9467287, 3.6198866, 5.481283, 3.6198866]"
9425,"[178, 18, 516, 37, 40, 14, 5, 2308, 19, 46, 283, 835, 1083, 22, 19, 91, 13, 1327, 413]","[3.7174158, 1.9140218, 4.8533316, 2.229313, 2.2690754, 1.6516291, 1.2280477, 5.9467287, 3.6923892, 2.3778827, 4.1679564, 5.256192, 5.54257, 1.8461946, 3.6923892, 3.099842, 1.5005196, 5.9467287, 4.568247]"
9426,"[15, 9, 154, 9, 71, 1789, 10, 279, 701, 4, 8, 60, 139, 3, 81, 94, 140]","[1.6383634, 2.7686634, 3.7174158, 2.7686634, 2.8468866, 5.9467287, 1.3726887, 4.1679564, 5.034352, 1.0145292, 1.2845422, 2.6032968, 3.5314627, 1.0370923, 2.9760273, 3.1267605, 3.5746412]"
9427,"[34, 15, 9, 60, 36, 584, 3, 296, 132, 5, 18, 33, 36, 46, 10, 6, 28, 174, 108, 23, 5, 8, 920, 12, 34, 5, 172, 2, 61, 3, 76, 12, 6, 40, 18, 171, 2068, 4, 35, 8, 2, 1459, 7, 13, 1985, 1261, 3, 6, 46, 79, 86, 29, 2, 517, 10, 6, 492, 144, 71, 305]","[4.3828416, 1.6383634, 1.3843317, 2.6032968, 4.5179005, 4.8533316, 3.111277, 4.2536764, 3.4506223, 3.684143, 3.8280437, 2.3002293, 4.5179005, 4.7557654, 2.7453773, 4.7734985, 2.0403085, 3.7174158, 3.2126062, 1.7681279, 3.684143, 2.5690844, 5.256192, 2.822767, 4.3828416, 3.684143, 3.7702034, 2.7406416, 2.6995292, 3.111277, 2.9091341, 2.822767, 4.7734985, 2.2690754, 3.8280437, 3.6674004, 5.9467287, 1.0145292, 2.1822214, 2.5690844, 2.7406416, 5.9467287, 1.2920218, 1.5005196, 5.9467287, 5.54257, 3.111277, 4.7734985, 4.7557654, 2.9760273, 3.0482748, 2.103904, 2.7406416, 4.8533316, 2.7453773, 4.7734985, 4.7004805, 3.5314627, 2.8468866, 4.2536764]"
9428,"[1189, 110, 15, 328, 12, 5, 9, 62, 1244, 14, 5, 258, 3, 6, 2342, 12, 5, 8, 111, 2061, 7, 331, 701, 10, 13, 174, 812, 38, 5, 188, 14, 260, 14, 176, 4, 16, 1164, 2632, 2156, 22, 6, 40, 3, 296, 44, 132]","[5.54257, 3.2430964, 1.6383634, 4.347694, 2.822767, 4.912191, 1.3843317, 2.6995292, 5.54257, 4.9548874, 4.912191, 4.1679564, 2.0741847, 2.3867493, 5.9467287, 2.822767, 4.912191, 1.2845422, 3.2746258, 5.9467287, 1.2920218, 4.347694, 5.034352, 1.3726887, 1.5005196, 3.7174158, 5.256192, 2.2007272, 4.912191, 3.7702034, 4.9548874, 4.0892034, 4.9548874, 3.7174158, 1.0145292, 1.7576411, 5.54257, 5.9467287, 5.9467287, 1.8461946, 2.3867493, 2.2690754, 2.0741847, 4.2536764, 2.366332, 3.4506223]"
9429,"[11, 99, 94, 140, 23, 194, 6, 40, 8, 139, 3, 83, 6, 168, 550, 14, 5, 51, 178, 3, 2101, 19, 10, 566, 42, 4, 45, 5, 151, 2, 1446, 7, 6, 517, 3, 288, 868, 29, 13, 867, 14, 3, 98, 59, 3, 296]","[1.4113835, 3.2430964, 3.1267605, 3.5746412, 1.7681279, 3.8854222, 3.580124, 2.2690754, 1.2845422, 3.5314627, 5.1854615, 2.9994752, 3.580124, 3.7702034, 4.8533316, 3.3032582, 2.4560955, 2.4897258, 3.7174158, 5.1854615, 5.9467287, 1.8461946, 1.3726887, 4.8533316, 2.310884, 1.0145292, 2.3437033, 2.4560955, 3.7174158, 0.9135472, 5.9467287, 1.2920218, 3.580124, 4.8533316, 5.1854615, 4.1679564, 5.256192, 2.103904, 1.5005196, 5.54257, 3.3032582, 5.1854615, 3.1830916, 2.6500802, 5.1854615, 4.2536764]"
9430,"[34, 60, 6, 40, 18, 516, 12, 962, 835]","[2.1914208, 2.6032968, 1.1933746, 2.2690754, 1.9140218, 4.8533316, 1.4113835, 5.54257, 5.256192]"
9431,"[11, 8, 283, 15, 111, 2447]","[1.4113835, 1.2845422, 4.1679564, 1.6383634, 3.2746258, 5.9467287]"
9432,"[55, 5, 9, 360, 375, 392, 132, 72, 475, 3, 12, 835, 5, 80, 13, 1925, 4, 163, 44, 46, 13, 69, 2, 59, 5, 9, 68, 104]","[2.6032968, 3.684143, 2.7686634, 4.45176, 4.45176, 4.568247, 3.4506223, 2.9531727, 4.7004805, 1.0370923, 1.4113835, 5.256192, 3.684143, 3.023547, 3.0010393, 5.9467287, 1.0145292, 3.7174158, 2.366332, 2.3778827, 3.0010393, 2.8076801, 0.9135472, 2.6500802, 3.684143, 2.7686634, 2.7887082, 3.1830916]"
9433,"[5, 8, 1061, 55, 5, 310, 9, 6, 86, 10, 198, 7, 2, 381, 23, 45, 258, 12, 11, 8, 113, 801, 4, 6, 133, 8, 113, 905, 3, 74, 152, 11, 82, 844, 676]","[2.4560955, 3.8536267, 5.54257, 2.6032968, 2.4560955, 4.2536764, 1.3843317, 2.3867493, 3.0482748, 1.3726887, 3.7702034, 1.2920218, 0.9135472, 4.45176, 1.7681279, 2.3437033, 4.1679564, 1.4113835, 2.822767, 3.8536267, 6.614531, 5.256192, 1.0145292, 2.3867493, 3.4901745, 3.8536267, 6.614531, 5.256192, 1.0370923, 2.9308836, 3.6674004, 2.822767, 3.0736938, 5.256192, 5.034352]"
9434,"[10, 6, 353, 635, 11, 630, 51, 21, 1866, 3, 6, 40, 3, 92, 2, 73, 7, 2, 1205, 313, 38, 12, 15, 18, 33, 158, 1008, 3, 74, 152]","[1.3726887, 2.3867493, 4.45176, 5.034352, 1.4113835, 5.034352, 2.4897258, 1.8061006, 5.9467287, 3.111277, 2.3867493, 2.2690754, 3.111277, 3.2126062, 1.8270944, 2.9091341, 1.2920218, 1.8270944, 5.54257, 4.347694, 2.2007272, 1.4113835, 1.6383634, 1.9140218, 2.3002293, 3.6674004, 5.54257, 3.111277, 2.9308836, 3.6674004]"
9435,"[5, 8, 637, 2209, 26, 2, 553, 12, 15, 193, 31, 149, 46, 50, 6, 28, 14, 260, 14, 176]","[1.2280477, 1.2845422, 5.034352, 5.9467287, 1.9403142, 0.9135472, 4.8533316, 1.4113835, 1.6383634, 3.8854222, 2.1291559, 3.6198866, 2.3778827, 2.425759, 1.1933746, 2.0403085, 3.3032582, 4.0892034, 3.3032582, 3.7174158]"
9436,"[796, 18, 5, 289, 33, 584, 15, 2, 61, 3, 74, 44, 317, 14, 1783, 24, 423, 152, 2, 381]","[5.256192, 1.9140218, 1.2280477, 4.1679564, 2.3002293, 4.8533316, 1.6383634, 1.8270944, 2.6995292, 1.0370923, 2.9308836, 2.366332, 4.347694, 1.6516291, 5.9467287, 1.8580694, 4.568247, 3.6674004, 1.8270944, 4.45176]"
9437,"[56, 5, 51, 283, 53, 358, 65, 289, 8, 3, 671, 15, 660, 27, 2, 557, 14, 34, 35, 9, 36, 178, 10, 2, 59, 11, 1009, 3, 15, 14, 34, 35, 8, 42, 53, 65, 63, 40, 210, 19, 11, 8, 21, 13, 1805, 1183, 4, 15, 261, 44, 50, 2, 381, 82, 1046, 24, 56, 195, 558]","[5.117843, 1.2280477, 2.4897258, 4.1679564, 5.14692, 4.45176, 5.5402694, 4.1679564, 3.8536267, 2.0741847, 5.034352, 4.91509, 5.034352, 1.9745326, 2.7406416, 4.8533316, 3.3032582, 4.3828416, 4.364443, 1.3843317, 2.2589502, 3.7174158, 1.3726887, 2.7406416, 2.6500802, 2.822767, 5.54257, 2.0741847, 4.91509, 3.3032582, 4.3828416, 4.364443, 3.8536267, 2.310884, 5.14692, 5.5402694, 2.7519443, 2.2690754, 3.8260806, 1.8461946, 2.822767, 3.8536267, 1.8061006, 1.5005196, 5.9467287, 5.54257, 1.0145292, 4.91509, 4.0892034, 2.366332, 2.425759, 2.7406416, 4.45176, 3.0736938, 5.54257, 1.8580694, 5.117843, 3.7702034, 4.8533316]"
9438,"[63, 141, 7, 6, 133, 477, 643, 5, 166, 22, 109, 2639, 10, 2, 381, 63, 2208, 1655, 26, 2, 390, 43, 4, 8, 467, 828, 547, 1366, 690, 2206, 26, 11, 105, 5, 8, 992, 852, 4, 18, 21, 33, 36, 139, 3, 204, 22, 27, 66, 44, 2, 69, 156, 583, 63, 141, 645, 1748, 10, 2, 505, 77, 596, 26, 2, 73, 141, 54, 231, 467, 123, 2, 422]","[8.255833, 11.31061, 1.2920218, 1.1933746, 3.4901745, 4.7004805, 5.034352, 2.4560955, 3.7174158, 3.6923892, 3.2430964, 5.9467287, 2.7453773, 5.481283, 4.45176, 8.255833, 5.9467287, 5.9467287, 5.8209424, 5.481283, 4.568247, 2.3549404, 2.0290585, 2.5690844, 9.706663, 5.256192, 4.8533316, 5.9467287, 5.034352, 5.9467287, 5.8209424, 1.4113835, 3.2430964, 2.4560955, 2.5690844, 5.54257, 5.256192, 2.0290585, 1.9140218, 1.8061006, 2.3002293, 2.2589502, 3.5314627, 1.0370923, 3.8854222, 3.6923892, 1.9745326, 2.7519443, 2.366332, 5.481283, 2.8076801, 3.6198866, 4.8533316, 8.255833, 11.31061, 5.034352, 5.9467287, 2.7453773, 5.481283, 4.7004805, 3.023547, 5.034352, 5.8209424, 5.481283, 2.9091341, 11.31061, 2.6186116, 3.9486763, 9.706663, 3.3410935, 5.481283, 4.568247]"
9439,"[45, 6, 40, 484, 19, 13, 2111, 758, 29, 210, 98, 1718, 19, 29, 90, 5, 8, 232, 4, 762, 19, 2194, 4, 836, 2561, 872, 50, 6, 28]","[2.3437033, 2.3867493, 2.2690754, 4.8533316, 5.5385838, 1.5005196, 5.9467287, 5.256192, 4.207808, 3.8260806, 3.1830916, 5.9467287, 5.5385838, 4.207808, 3.0736938, 1.2280477, 1.2845422, 3.9486763, 2.0290585, 5.256192, 5.5385838, 5.9467287, 2.0290585, 5.256192, 5.9467287, 5.256192, 2.425759, 2.3867493, 2.0403085]"
9440,"[2, 43, 8, 524, 326, 16, 2, 517, 45, 310, 27, 8, 300]","[1.8270944, 2.3549404, 2.5690844, 4.8533316, 4.347694, 1.7576411, 1.8270944, 4.8533316, 2.3437033, 4.2536764, 1.9745326, 2.5690844, 4.2536764]"
9441,"[11, 8, 21, 253, 11, 8, 423, 680, 12, 187, 12, 15, 2597, 29, 6, 872, 4, 2473, 228]","[2.822767, 2.5690844, 1.8061006, 4.0892034, 2.822767, 2.5690844, 4.568247, 5.034352, 2.822767, 3.7702034, 2.822767, 1.6383634, 5.9467287, 2.103904, 1.1933746, 5.256192, 1.0145292, 5.9467287, 4.016383]"
9442,"[5, 18, 33, 930, 105, 1289, 503, 49, 34, 5, 1150, 36, 673, 14, 5, 9, 9, 158, 228, 4, 220, 424, 1040]","[3.684143, 1.9140218, 2.3002293, 5.54257, 3.2430964, 5.54257, 4.7004805, 2.4507656, 2.1914208, 3.684143, 5.54257, 2.2589502, 5.034352, 1.6516291, 3.684143, 2.7686634, 2.7686634, 3.6674004, 4.016383, 1.0145292, 3.8854222, 4.568247, 5.54257]"
9443,"[23, 5, 9, 2, 1130, 12, 78, 369, 518, 4, 2, 396, 7, 2, 43, 1108, 50, 2, 198, 28, 129, 341, 326, 9, 930, 19]","[1.7681279, 1.2280477, 2.7686634, 3.6541889, 5.54257, 1.4113835, 3.0482748, 4.45176, 4.8533316, 1.0145292, 3.6541889, 4.568247, 1.2920218, 3.6541889, 2.3549404, 5.54257, 2.425759, 3.6541889, 3.7702034, 2.0403085, 3.41267, 4.347694, 4.347694, 2.7686634, 5.54257, 1.8461946]"
9444,"[2, 416, 29, 2, 1193, 515, 2001, 1624, 1843, 185, 4, 35, 147, 2, 437, 4, 1438, 7, 2, 233, 23, 93, 1264, 90, 15, 8, 11, 8, 680]","[3.6541889, 4.568247, 2.103904, 3.6541889, 5.54257, 5.034352, 5.9467287, 5.9467287, 5.9467287, 3.7174158, 2.0290585, 2.1822214, 3.6198866, 3.6541889, 4.7004805, 2.0290585, 5.9467287, 1.2920218, 3.6541889, 4.0892034, 1.7681279, 3.1830916, 5.54257, 3.0736938, 1.6383634, 2.5690844, 1.4113835, 2.5690844, 5.034352]"
9445,"[5, 261, 44, 102, 3, 2, 43, 851, 6, 59, 2477, 16, 6, 2635, 98, 5, 8, 42, 2574, 3, 819, 2, 1372, 406, 3, 83, 56, 9, 36, 654, 35]","[2.4560955, 4.0892034, 2.366332, 3.1830916, 3.111277, 1.8270944, 2.3549404, 5.256192, 2.3867493, 2.6500802, 5.9467287, 1.7576411, 2.3867493, 5.9467287, 3.1830916, 2.4560955, 1.2845422, 2.310884, 5.9467287, 3.111277, 5.256192, 1.8270944, 5.9467287, 4.568247, 3.111277, 2.9994752, 2.5589216, 1.3843317, 2.2589502, 5.034352, 2.1822214]"
9446,"[2, 191, 7, 6, 106, 141, 126, 91, 63, 467, 602, 1658, 4, 5, 1977, 1274, 26, 6, 117, 1679, 7, 156]","[0.9135472, 3.7702034, 2.5840435, 2.3867493, 3.3072655, 3.7702034, 3.41267, 3.099842, 2.7519443, 4.8533316, 5.034352, 5.9467287, 1.0145292, 1.2280477, 5.9467287, 5.54257, 1.9403142, 2.3867493, 3.3761961, 5.9467287, 2.5840435, 3.6198866]"
9447,"[63, 7, 2, 156, 9, 36, 1274, 828, 10, 2, 2258, 7, 12, 1915, 8, 360, 13, 1089, 12, 60, 63, 7, 57, 9, 2579, 1204, 583, 1981]","[5.5038886, 3.8760653, 1.8270944, 3.6198866, 2.7686634, 2.2589502, 5.54257, 5.256192, 1.3726887, 1.8270944, 5.9467287, 3.8760653, 2.822767, 5.9467287, 1.2845422, 4.45176, 1.5005196, 5.54257, 2.822767, 2.6032968, 5.5038886, 3.8760653, 2.666253, 2.7686634, 5.9467287, 5.54257, 4.8533316, 5.9467287]"
9448,"[11, 8, 60, 55, 5, 9, 402, 2, 43, 12, 5, 328, 56, 11, 444, 8, 12, 9, 866, 19, 102, 3, 11, 11, 8, 2, 749, 7, 118, 3, 290]","[5.645534, 3.8536267, 2.6032968, 2.6032968, 2.4560955, 2.7686634, 4.568247, 1.8270944, 2.3549404, 2.822767, 2.4560955, 4.347694, 2.5589216, 5.645534, 4.568247, 3.8536267, 2.822767, 2.7686634, 5.256192, 1.8461946, 3.1830916, 2.0741847, 5.645534, 5.645534, 3.8536267, 1.8270944, 5.256192, 1.2920218, 3.3410935, 2.0741847, 4.2536764]"
9449,"[66, 2, 43, 35, 8, 13, 432, 565, 16, 1495, 470, 16, 69, 1065, 7, 390, 1255, 2202, 10, 11]","[2.7519443, 0.9135472, 2.3549404, 2.1822214, 1.2845422, 1.5005196, 4.7004805, 4.8533316, 3.5152822, 5.9467287, 4.7004805, 3.5152822, 2.8076801, 5.54257, 1.2920218, 4.568247, 5.54257, 5.9467287, 1.3726887, 1.4113835]"
9450,"[5, 8, 38, 1061, 5, 190, 1996, 14, 5, 8, 49, 1136, 65, 5, 9, 36, 12, 155, 4, 205, 2350, 6, 86, 50, 2, 470, 360, 2398, 6, 170, 16, 11]","[4.912191, 2.5690844, 2.2007272, 5.54257, 4.912191, 3.7702034, 5.9467287, 1.6516291, 4.912191, 2.5690844, 2.4507656, 5.54257, 2.7701347, 4.912191, 1.3843317, 2.2589502, 1.4113835, 3.6198866, 1.0145292, 3.8260806, 5.9467287, 2.3867493, 3.0482748, 2.425759, 0.9135472, 4.7004805, 4.45176, 5.9467287, 2.3867493, 3.6674004, 1.7576411, 1.4113835]"
9451,"[23, 5, 105, 672, 6, 86, 46, 84, 10, 1208, 21, 60, 51, 2, 301, 10, 6, 978, 106, 141, 136, 11, 433, 3, 290, 2, 2192, 8, 60, 139, 3, 290, 34, 6, 191, 133, 928, 320, 14, 13, 1583, 1330, 2, 470, 51, 21, 981, 22, 27, 408]","[1.7681279, 1.2280477, 3.2430964, 5.034352, 3.580124, 3.0482748, 2.3778827, 3.0482748, 2.7453773, 5.54257, 3.6122012, 5.2065935, 4.9794517, 2.7406416, 4.2536764, 2.7453773, 3.580124, 5.54257, 3.3072655, 3.7702034, 3.4901745, 1.4113835, 4.568247, 2.0741847, 8.507353, 2.7406416, 5.9467287, 1.2845422, 5.2065935, 3.5314627, 2.0741847, 8.507353, 2.1914208, 3.580124, 3.7702034, 3.4901745, 5.54257, 4.347694, 1.6516291, 1.5005196, 5.9467287, 5.9467287, 2.7406416, 4.7004805, 4.9794517, 3.6122012, 5.54257, 1.8461946, 1.9745326, 4.568247]"
9452,"[470, 91, 41, 8, 795, 6, 2224, 2314, 4, 6, 39, 9, 248, 106, 11, 35, 24, 19, 138, 7, 12, 23, 5, 163, 190, 123, 6, 302, 293, 108, 29, 2, 432, 4, 681, 46, 50, 2, 2507, 7, 2, 28]","[4.7004805, 3.099842, 2.310884, 1.2845422, 5.256192, 3.580124, 5.9467287, 5.9467287, 2.0290585, 3.580124, 2.2390716, 1.3843317, 4.016383, 3.3072655, 1.4113835, 2.1822214, 1.8580694, 1.8461946, 3.5746412, 2.5840435, 1.4113835, 1.7681279, 1.2280477, 3.7174158, 3.7702034, 3.3410935, 3.580124, 4.2536764, 4.347694, 3.2126062, 2.103904, 2.7406416, 4.7004805, 2.0290585, 5.034352, 2.3778827, 2.425759, 2.7406416, 5.9467287, 2.5840435, 2.7406416, 2.0403085]"
