pk,token_indices,weights
9748,"[89, 5, 9, 214, 309, 1055, 10, 116, 1228, 5, 8, 23, 42, 11, 207, 793, 3, 19, 12, 5, 9, 171, 38, 1461, 58, 2, 329]","[3.0736938, 3.684143, 2.7686634, 3.8854222, 4.2536764, 5.54257, 1.3726887, 3.3761961, 5.54257, 3.684143, 1.2845422, 1.7681279, 2.310884, 1.4113835, 3.8260806, 5.256192, 1.0370923, 1.8461946, 1.4113835, 3.684143, 2.7686634, 3.6674004, 2.2007272, 5.9467287, 2.588249, 0.9135472, 4.347694]"
9749,"[295, 53, 35, 8, 42, 27, 2, 53, 259, 3, 287, 44, 2107, 14, 5, 8, 336, 10, 2, 865, 12, 166, 1188, 10, 6, 28, 4, 490, 48, 22, 2, 458, 634, 5, 576, 1460, 2132, 4, 1715, 7, 246, 58, 26, 6, 46, 4, 528, 5, 8, 85, 113, 1128, 3, 120, 42, 3, 166, 26, 6, 46, 4, 1322, 44, 26, 2, 499, 91, 5, 9, 151, 3, 76, 352, 213, 13, 121]","[4.2536764, 5.14692, 2.1822214, 3.8536267, 4.621768, 1.9745326, 3.6541889, 5.14692, 4.0892034, 4.1483693, 4.2536764, 4.732664, 5.9467287, 1.6516291, 4.912191, 3.8536267, 4.347694, 2.7453773, 3.6541889, 5.256192, 1.4113835, 7.4348316, 5.54257, 2.7453773, 3.580124, 2.0403085, 4.058117, 4.8533316, 2.4381692, 1.8461946, 3.6541889, 4.7004805, 5.034352, 4.912191, 4.8533316, 5.9467287, 5.9467287, 4.058117, 5.9467287, 1.2920218, 4.016383, 2.588249, 5.8209424, 3.580124, 4.7557654, 4.058117, 4.8533316, 4.912191, 3.8536267, 3.0482748, 3.3072655, 5.54257, 4.1483693, 3.3410935, 4.621768, 4.1483693, 7.4348316, 5.8209424, 3.580124, 4.7557654, 4.058117, 5.9467287, 4.732664, 5.8209424, 3.6541889, 4.7004805, 3.099842, 4.912191, 1.3843317, 3.7174158, 4.1483693, 2.9091341, 4.45176, 3.8854222, 1.5005196, 3.41267]"
9750,"[4, 314, 41, 383, 5, 8, 21, 113, 1613, 3, 204, 267, 13, 69, 147, 2, 2069, 150, 7, 2, 182, 28]","[1.0145292, 4.2536764, 2.310884, 4.568247, 1.2280477, 1.2845422, 1.8061006, 3.3072655, 5.9467287, 1.0370923, 3.8854222, 4.0892034, 1.5005196, 2.8076801, 3.6198866, 1.8270944, 5.9467287, 3.6198866, 1.2920218, 1.8270944, 3.7174158, 2.0403085]"
9751,"[216, 330, 19, 110]","[3.8854222, 4.347694, 1.8461946, 3.2430964]"
9752,"[2, 112, 8, 452, 1784, 16, 2, 252, 241, 22, 75, 2, 130, 137, 9, 229, 52, 186, 10, 52, 627, 4, 104, 48, 333, 113, 247, 210, 2, 411, 348, 3, 142, 22, 27, 2, 1885, 129, 785, 4, 25, 180, 33, 673, 37, 39, 23, 105, 10, 881, 16, 2, 112, 25, 1316, 46, 3, 2, 161, 16, 52, 2118, 1506, 4, 598, 3, 199, 73, 22, 373, 1359, 4, 25, 519, 66, 2, 161, 77, 37, 40, 1871, 57, 706]","[7.3083777, 6.5492516, 1.2845422, 4.7004805, 5.9467287, 5.2729235, 7.3083777, 4.0892034, 4.016383, 5.5385838, 2.9091341, 7.3083777, 3.41267, 3.5314627, 1.3843317, 3.9486763, 8.149965, 3.7174158, 2.7453773, 8.149965, 5.034352, 4.058117, 3.1830916, 2.4381692, 4.347694, 3.3072655, 4.0892034, 3.8260806, 7.3083777, 4.7004805, 4.45176, 3.111277, 3.5746412, 5.5385838, 1.9745326, 7.3083777, 5.9467287, 3.41267, 5.256192, 4.058117, 6.286993, 3.7702034, 2.3002293, 5.034352, 4.458626, 2.2390716, 1.7681279, 3.2430964, 2.7453773, 5.256192, 5.2729235, 7.3083777, 6.5492516, 6.286993, 5.9467287, 2.3778827, 3.111277, 7.3083777, 7.652161, 5.2729235, 8.149965, 5.9467287, 5.9467287, 4.058117, 5.034352, 3.111277, 3.7702034, 2.9091341, 5.5385838, 4.568247, 5.9467287, 4.058117, 6.286993, 4.8533316, 2.7519443, 7.3083777, 7.652161, 3.023547, 4.458626, 2.2690754, 5.9467287, 2.666253, 5.034352]"
9753,"[11, 134, 42, 126, 94, 1082, 12, 25, 9, 427, 3, 244, 78, 1271, 79, 858, 252, 241, 23, 9, 36, 2348, 12, 25, 9, 9, 158, 7, 2, 191, 1823, 4, 11, 8, 60, 42, 32, 7, 1800, 12, 25, 584, 52, 404, 3, 31, 673]","[2.822767, 3.5746412, 4.621768, 3.41267, 3.1267605, 5.54257, 4.2341504, 6.286993, 5.537327, 4.568247, 2.0741847, 4.016383, 3.0482748, 5.54257, 2.9760273, 5.256192, 4.0892034, 4.016383, 1.7681279, 5.537327, 2.2589502, 5.9467287, 4.2341504, 6.286993, 5.537327, 5.537327, 3.6674004, 2.5840435, 0.9135472, 3.7702034, 5.9467287, 1.0145292, 2.822767, 1.2845422, 2.6032968, 4.621768, 2.1122313, 2.5840435, 5.9467287, 4.2341504, 6.286993, 4.8533316, 2.716655, 4.568247, 2.0741847, 2.1291559, 5.034352]"
9754,"[11, 8, 269, 1391, 2, 59, 25, 27, 2560, 2, 1588, 29, 52, 2486, 1377, 29, 52, 361, 4, 1889]","[1.4113835, 1.2845422, 4.0892034, 5.9467287, 1.8270944, 2.6500802, 2.0956643, 1.9745326, 5.9467287, 1.8270944, 5.9467287, 4.207808, 5.43331, 5.9467287, 5.9467287, 4.207808, 5.43331, 4.568247, 1.0145292, 5.9467287]"
9755,"[715, 37, 39, 8, 241, 38, 2586]","[5.256192, 2.229313, 2.2390716, 1.2845422, 4.016383, 2.2007272, 5.9467287]"
9756,"[20, 234, 8, 365, 3, 63, 141, 846, 2, 1975, 7, 411, 16, 13, 688, 4, 1944, 1180]","[2.0875108, 4.016383, 1.2845422, 4.45176, 1.0370923, 2.7519443, 3.7702034, 5.256192, 0.9135472, 5.9467287, 1.2920218, 4.7004805, 1.7576411, 1.5005196, 5.034352, 1.0145292, 5.9467287, 5.54257]"
9757,"[15, 681, 13, 69, 844, 267, 1113, 6, 86, 247, 3, 2, 422, 38, 12, 5, 30, 1945, 20, 170, 34, 2, 436, 107]","[1.6383634, 5.034352, 1.5005196, 2.8076801, 5.256192, 4.0892034, 5.54257, 1.1933746, 3.0482748, 4.0892034, 1.0370923, 1.8270944, 4.568247, 2.2007272, 1.4113835, 1.2280477, 2.1291559, 5.9467287, 2.0875108, 3.6674004, 2.1914208, 1.8270944, 4.568247, 3.2430964]"
9758,"[8, 5, 109, 710, 34, 411, 30, 2520, 19, 38]","[1.2845422, 1.2280477, 3.2430964, 5.034352, 2.1914208, 4.7004805, 2.1291559, 5.9467287, 1.8461946, 2.2007272]"
9759,"[11, 126, 3, 19, 12, 5, 8, 129, 1017, 2, 59, 3, 2, 1394, 1879, 5, 9, 36, 1299, 24]","[1.4113835, 3.41267, 2.0741847, 1.8461946, 1.4113835, 2.4560955, 1.2845422, 3.41267, 5.54257, 1.8270944, 2.6500802, 2.0741847, 1.8270944, 5.9467287, 5.9467287, 2.4560955, 1.3843317, 2.2589502, 5.9467287, 1.8580694]"
9760,"[5, 8, 2355, 3, 136, 6, 59, 267, 3, 6, 39, 4, 964, 22, 20, 1600, 3, 529, 20, 17, 195, 104, 50, 6, 28, 16, 20, 252, 14, 216, 1281, 20, 241, 185, 14, 85, 14, 5, 18]","[2.4560955, 1.2845422, 5.9467287, 3.111277, 3.4901745, 3.580124, 2.6500802, 4.0892034, 3.111277, 3.580124, 2.2390716, 1.0145292, 5.54257, 1.8461946, 8.350043, 5.9467287, 3.111277, 4.8533316, 8.350043, 2.0251946, 3.7702034, 3.1830916, 2.425759, 3.580124, 2.0403085, 1.7576411, 8.350043, 4.0892034, 4.9548874, 3.8854222, 5.54257, 8.350043, 4.016383, 3.7174158, 4.9548874, 3.0482748, 4.9548874, 2.4560955, 1.9140218]"
9761,"[5, 154, 115, 3, 119, 20, 32, 7, 6, 28, 21, 77, 5, 1101, 503, 6, 760, 705, 193, 24, 177, 31, 7, 78, 316, 3, 19, 5, 115, 3, 31, 22, 268, 43, 7, 6, 28, 22, 177, 3, 2100, 4, 1007, 22, 2, 2611, 6, 39, 193, 21, 31, 563, 3, 275, 16, 19, 110, 23, 275, 7, 20, 302, 486, 293, 17, 18, 525, 578, 19, 26, 2, 208, 16, 20, 1196, 500, 93, 3, 19, 77, 5, 319, 20, 116, 5, 9, 189, 1121, 3, 534, 20, 3, 2, 885, 116, 5, 18, 33, 319, 377, 58, 11, 285, 2488, 1242, 134, 104, 4, 559, 2645, 41, 804, 1150, 149, 10, 2, 59, 4, 1725, 3, 119, 386, 1207, 19, 29, 11]","[7.368286, 3.7174158, 6.7523923, 9.333831, 6.9012446, 10.437554, 2.1122313, 5.168087, 4.7734985, 4.080617, 3.6122012, 6.047094, 7.368286, 5.54257, 4.7004805, 4.7734985, 5.256192, 5.034352, 7.7708445, 1.8580694, 7.5404067, 6.3874674, 5.168087, 3.0482748, 4.347694, 9.333831, 9.230973, 7.368286, 6.7523923, 9.333831, 6.3874674, 5.5385838, 4.0892034, 2.3549404, 5.168087, 4.7734985, 4.080617, 5.5385838, 7.5404067, 9.333831, 5.9467287, 3.0435877, 5.54257, 5.5385838, 3.6541889, 5.9467287, 4.7734985, 2.2390716, 7.7708445, 3.6122012, 6.3874674, 4.8533316, 9.333831, 8.507353, 3.5152822, 9.230973, 3.2430964, 1.7681279, 8.507353, 5.168087, 10.437554, 4.2536764, 4.7004805, 4.347694, 2.0251946, 3.8280437, 5.256192, 4.8533316, 9.230973, 1.9403142, 3.6541889, 3.8260806, 3.5152822, 10.437554, 5.54257, 4.7004805, 3.1830916, 9.333831, 9.230973, 6.047094, 7.368286, 8.90352, 10.437554, 6.7523923, 7.368286, 1.3843317, 3.7174158, 5.54257, 9.333831, 4.8533316, 10.437554, 9.333831, 3.6541889, 5.256192, 6.7523923, 7.368286, 3.8280437, 2.3002293, 8.90352, 4.45176, 2.588249, 2.822767, 4.2536764, 5.9467287, 5.54257, 3.5746412, 3.1830916, 3.0435877, 4.8533316, 5.9467287, 2.310884, 5.256192, 5.54257, 3.6198866, 1.3726887, 3.6541889, 2.6500802, 3.0435877, 5.9467287, 9.333831, 6.9012446, 4.45176, 5.54257, 9.230973, 2.103904, 2.822767]"
9762,"[26, 837, 27, 41, 6, 39, 18, 695, 32, 10, 321, 7, 1192, 4, 15, 18, 1239, 48, 3, 20, 1621, 4, 2014, 20, 800, 98, 325, 17, 9, 36, 331, 32, 3, 124, 17, 9, 367, 486, 82, 71, 1898, 79, 1235]","[1.9403142, 5.256192, 1.9745326, 2.310884, 1.1933746, 2.2390716, 3.8280437, 5.034352, 4.2244625, 1.3726887, 4.347694, 1.2920218, 5.54257, 2.0290585, 1.6383634, 3.8280437, 5.54257, 2.4381692, 2.0741847, 4.1750216, 5.9467287, 2.0290585, 5.9467287, 4.1750216, 5.256192, 3.1830916, 4.347694, 4.0503893, 2.7686634, 2.2589502, 4.347694, 4.2244625, 2.0741847, 3.5314627, 4.0503893, 2.7686634, 4.45176, 4.7004805, 3.0736938, 2.8468866, 5.9467287, 2.9760273, 5.54257]"
9763,[135],[3.4901745]
9764,"[97, 530, 2, 282, 561, 3, 37, 40, 1802, 82, 1349, 71, 53, 251, 16, 6, 2189, 22, 15, 14, 5, 140, 280, 267]","[3.154494, 4.8533316, 0.9135472, 4.1679564, 4.8533316, 1.0370923, 2.229313, 2.2690754, 5.9467287, 3.0736938, 5.9467287, 2.8468866, 2.57346, 4.0892034, 1.7576411, 1.1933746, 5.9467287, 1.8461946, 1.6383634, 1.6516291, 1.2280477, 3.5746412, 4.1679564, 4.0892034]"
9765,"[2, 252, 99, 527, 2, 282, 7, 2, 130, 137, 75, 748, 22, 6, 117, 658, 761, 6, 86, 4, 45, 114, 46, 22, 15]","[2.7406416, 4.0892034, 3.2430964, 4.8533316, 2.7406416, 4.1679564, 1.2920218, 2.7406416, 3.41267, 3.5314627, 2.9091341, 5.256192, 3.6923892, 2.3867493, 3.3761961, 5.034352, 5.256192, 2.3867493, 3.0482748, 1.0145292, 2.3437033, 3.2746258, 2.3778827, 3.6923892, 1.6383634]"
9766,"[6, 40, 126, 3, 153, 11, 53, 830, 3, 439, 2, 130, 137, 89, 2312, 15, 32, 49, 110, 25, 54, 21, 22, 27, 727, 4, 126, 3, 153, 15, 8, 53, 858, 65, 2, 252, 241, 9, 36]","[1.1933746, 2.2690754, 6.82534, 3.111277, 7.4348316, 1.4113835, 5.14692, 5.256192, 3.111277, 4.568247, 1.8270944, 3.41267, 3.5314627, 3.0736938, 5.9467287, 3.2767267, 2.1122313, 2.4507656, 3.2430964, 2.0956643, 2.6186116, 1.8061006, 1.8461946, 1.9745326, 5.256192, 1.0145292, 6.82534, 3.111277, 7.4348316, 3.2767267, 1.2845422, 5.14692, 5.256192, 2.7701347, 1.8270944, 4.0892034, 4.016383, 1.3843317, 2.2589502]"
9767,"[5, 461, 48, 3, 57, 16, 6, 238, 395, 32, 4, 2610, 3, 671, 57, 46, 50, 52, 28, 22, 2, 202, 61, 14, 592, 3, 2559, 52, 590, 7, 15, 16, 6, 133]","[1.2280477, 4.7004805, 2.4381692, 3.111277, 5.332506, 3.5152822, 2.3867493, 3.9486763, 4.568247, 2.1122313, 1.0145292, 5.9467287, 3.111277, 5.034352, 5.332506, 2.3778827, 2.425759, 5.43331, 2.0403085, 1.8461946, 0.9135472, 3.8260806, 2.6995292, 1.6516291, 5.034352, 3.111277, 5.9467287, 5.43331, 5.034352, 1.2920218, 1.6383634, 3.5152822, 2.3867493, 3.4901745]"
9768,"[42, 25, 51, 171, 13, 69, 709, 4, 11, 8, 21, 292, 294, 11, 8, 6, 492, 909, 12, 709, 57, 79, 2, 2383, 1740, 12, 25, 9, 9, 13, 1895, 91, 15, 10, 2, 179, 28, 82, 417, 11]","[2.310884, 4.1913285, 2.4897258, 3.6674004, 3.0010393, 2.8076801, 10.512384, 1.0145292, 4.2341504, 2.5690844, 1.8061006, 4.1679564, 4.347694, 4.2341504, 2.5690844, 1.1933746, 4.7004805, 5.256192, 2.822767, 10.512384, 2.666253, 2.9760273, 1.8270944, 5.9467287, 5.9467287, 2.822767, 4.1913285, 2.7686634, 2.7686634, 3.0010393, 5.9467287, 3.099842, 1.6383634, 1.3726887, 1.8270944, 3.7174158, 2.0403085, 3.0736938, 4.568247, 4.2341504]"
9769,"[25, 211, 37, 40, 24, 1181, 536, 52, 238, 91, 5, 9, 1413, 1186, 22, 52, 910, 4, 280, 46, 256, 52, 28, 60, 94, 140]","[2.0956643, 3.8260806, 2.229313, 2.2690754, 1.8580694, 5.54257, 4.8533316, 8.149965, 3.9486763, 3.099842, 1.2280477, 1.3843317, 5.9467287, 5.54257, 1.8461946, 8.149965, 5.256192, 1.0145292, 4.1679564, 2.3778827, 4.0892034, 8.149965, 2.0403085, 2.6032968, 3.1267605, 3.5746412]"
9770,"[807, 37, 39, 9, 542, 2, 869, 17, 9, 663, 50, 55, 20, 241, 8, 323, 1120]","[5.256192, 2.229313, 2.2390716, 2.7686634, 4.8533316, 0.9135472, 5.256192, 2.0251946, 2.7686634, 5.034352, 2.425759, 2.6032968, 2.0875108, 4.016383, 1.2845422, 4.347694, 5.54257]"
9771,"[17, 9, 119, 20, 186, 2311, 4, 119, 252, 4, 2546, 2128, 1976, 24, 13, 77, 23, 1227, 3, 142, 22, 2, 411, 14, 34, 72, 241, 23, 45, 17, 323, 538, 184, 320, 166, 2, 2046, 26, 20, 362, 1110, 96, 72, 240, 2007, 995, 24, 440, 90, 17, 8, 4, 278, 50, 2, 179, 28, 98, 162, 1781, 29, 20, 40, 2, 130, 137, 54, 53, 260, 279, 970]","[6.075584, 1.3843317, 6.9012446, 6.262532, 3.7174158, 5.9467287, 3.0435877, 6.9012446, 4.0892034, 3.0435877, 5.9467287, 5.9467287, 5.9467287, 3.7161388, 1.5005196, 3.023547, 3.5362558, 5.54257, 1.0370923, 3.5746412, 1.8461946, 3.6541889, 4.7004805, 1.6516291, 2.1914208, 5.9063454, 4.016383, 3.5362558, 2.3437033, 6.075584, 4.347694, 4.8533316, 3.8260806, 4.347694, 3.7174158, 3.6541889, 5.9467287, 1.9403142, 6.262532, 4.45176, 5.54257, 3.3072655, 5.9063454, 4.016383, 5.9467287, 5.54257, 3.7161388, 4.568247, 3.0736938, 6.075584, 1.2845422, 3.0435877, 4.45176, 2.425759, 3.6541889, 3.7174158, 2.0403085, 3.1830916, 3.6674004, 5.9467287, 2.103904, 6.262532, 2.2690754, 3.6541889, 3.41267, 3.5314627, 2.6186116, 2.57346, 4.0892034, 4.1679564, 5.54257]"
9772,"[162, 6, 526, 857, 144, 2, 1814, 4, 1224, 26, 2, 1270, 490, 48, 4, 54, 229, 50, 406, 4, 17, 9, 146, 375, 283, 2, 1270, 4, 1594, 32, 84, 89, 2, 130, 137, 9, 402, 2, 28]","[3.6674004, 1.1933746, 4.8533316, 5.256192, 3.5314627, 4.567736, 5.9467287, 4.058117, 5.54257, 1.9403142, 4.567736, 11.893457, 4.8533316, 2.4381692, 4.058117, 2.6186116, 3.9486763, 2.425759, 4.568247, 4.058117, 2.0251946, 2.7686634, 3.5314627, 4.45176, 4.1679564, 4.567736, 11.893457, 4.058117, 5.9467287, 2.1122313, 3.0482748, 3.0736938, 4.567736, 3.41267, 3.5314627, 2.7686634, 4.568247, 4.567736, 2.0403085]"
9773,"[37, 40, 126, 38, 1870, 16, 56, 5, 8, 235, 12, 5, 1168, 27, 2, 618, 5, 1852, 3, 6, 979]","[2.229313, 2.2690754, 3.41267, 2.2007272, 5.9467287, 1.7576411, 2.5589216, 3.684143, 1.2845422, 4.0892034, 1.4113835, 3.684143, 5.54257, 1.9745326, 0.9135472, 5.034352, 3.684143, 5.9467287, 1.0370923, 1.1933746, 5.54257]"
9774,"[5, 1376, 57, 4, 231, 57, 253, 55, 5, 8, 146, 22, 2, 43, 7, 2, 28, 2, 282, 7, 2, 130, 137, 530, 91, 1454, 4, 1001, 6, 489, 4, 1469, 691, 37, 40, 3, 13, 2130]","[2.4560955, 5.9467287, 5.332506, 3.0435877, 3.9486763, 5.332506, 4.0892034, 2.6032968, 2.4560955, 1.2845422, 3.5314627, 1.8461946, 3.6541889, 2.3549404, 2.5840435, 3.6541889, 2.0403085, 3.6541889, 4.1679564, 2.5840435, 3.6541889, 3.41267, 3.5314627, 4.8533316, 3.099842, 5.9467287, 3.0435877, 5.54257, 1.1933746, 4.7004805, 3.0435877, 5.9467287, 5.034352, 2.229313, 2.2690754, 1.0370923, 1.5005196, 5.9467287]"
9775,"[64, 2374, 185, 4, 42, 5, 67, 624, 6, 144, 4, 2155, 22, 37, 47, 4, 39, 3, 2169, 52, 237, 113, 12, 16, 1046, 3, 2, 1705, 2451, 12, 1779, 10, 41, 157, 4, 16, 41, 2229, 5, 114, 693, 23, 2375, 22, 2, 2201, 288, 831, 357, 26, 148, 28]","[2.9531727, 5.9467287, 3.7174158, 4.058117, 2.310884, 2.4560955, 2.8270671, 5.034352, 1.1933746, 3.5314627, 4.058117, 5.9467287, 3.6923892, 2.229313, 2.4635534, 4.058117, 2.2390716, 2.0741847, 5.9467287, 2.716655, 3.9486763, 3.3072655, 2.822767, 3.5152822, 5.54257, 2.0741847, 1.8270944, 5.9467287, 5.9467287, 2.822767, 5.9467287, 1.3726887, 4.621768, 3.6198866, 4.058117, 3.5152822, 4.621768, 5.9467287, 2.4560955, 3.2746258, 5.034352, 1.7681279, 5.9467287, 3.6923892, 1.8270944, 5.9467287, 4.1679564, 5.256192, 4.45176, 1.9403142, 3.7702034, 2.0403085]"
9776,"[24, 2, 496, 12, 64, 33, 36, 182, 185, 64, 293, 7, 221, 540, 178, 22, 27, 26, 2, 882, 64, 293, 884, 294, 3, 1773, 16, 78, 418, 7, 1291, 24, 2389, 29, 70, 4, 1266, 196, 11, 18, 31, 94, 429, 3, 276, 32, 2, 2138, 24, 600, 109, 1291, 5, 8, 527, 4, 114, 174, 1287, 14, 34, 725, 24, 118]","[7.4322777, 2.7406416, 4.7004805, 1.4113835, 8.859518, 2.3002293, 2.2589502, 3.7174158, 3.7174158, 8.859518, 8.695388, 2.5840435, 3.8854222, 4.8533316, 3.7174158, 1.8461946, 1.9745326, 1.9403142, 2.7406416, 5.256192, 8.859518, 8.695388, 5.256192, 4.347694, 2.0741847, 5.9467287, 1.7576411, 3.0482748, 4.7004805, 2.5840435, 11.893457, 7.4322777, 5.9467287, 2.103904, 2.9994752, 2.0290585, 5.54257, 3.8260806, 1.4113835, 1.9140218, 2.1291559, 3.1267605, 4.568247, 2.0741847, 4.1679564, 2.1122313, 2.7406416, 5.9467287, 7.4322777, 5.034352, 3.2430964, 11.893457, 1.2280477, 1.2845422, 4.8533316, 2.0290585, 3.2746258, 3.7174158, 5.54257, 1.6516291, 2.1914208, 5.256192, 7.4322777, 3.3410935]"
9777,"[4, 551, 6, 117, 658, 2023, 10, 16, 2, 251, 4, 125, 225, 288, 831, 357, 16, 12, 5, 172, 480, 7, 2, 43, 1149, 4, 524, 2, 43]","[3.0435877, 4.8533316, 1.1933746, 3.3761961, 5.034352, 5.9467287, 1.3726887, 3.5152822, 2.7406416, 4.0892034, 3.0435877, 3.7174158, 3.8854222, 4.1679564, 5.256192, 4.45176, 3.5152822, 1.4113835, 1.2280477, 3.7702034, 4.7004805, 1.2920218, 2.7406416, 4.709881, 5.54257, 3.0435877, 4.8533316, 2.7406416, 4.709881]"
9778,"[37, 40, 1554, 46, 3, 6, 1030, 851, 6, 59, 16, 6, 186, 4, 332, 50, 11, 11, 114, 14, 34, 5, 8, 1531, 44, 32, 24, 6, 510, 187, 1905, 23, 29, 2, 1405, 59, 6, 86, 367, 1892, 11, 30, 31, 239, 12, 5, 8, 21, 459, 22, 27]","[2.229313, 2.2690754, 5.9467287, 2.3778827, 1.0370923, 5.966873, 5.54257, 5.256192, 5.966873, 5.3001604, 1.7576411, 5.966873, 3.7174158, 1.0145292, 4.347694, 2.425759, 4.2341504, 4.2341504, 3.2746258, 1.6516291, 2.1914208, 2.4560955, 2.5690844, 5.9467287, 2.366332, 2.1122313, 1.8580694, 5.966873, 4.8533316, 3.7702034, 5.9467287, 1.7681279, 2.103904, 0.9135472, 5.9467287, 5.3001604, 5.966873, 3.0482748, 4.45176, 5.9467287, 4.2341504, 2.1291559, 2.1291559, 4.016383, 1.4113835, 2.4560955, 2.5690844, 1.8061006, 4.7004805, 1.8461946, 1.9745326]"
9779,"[973, 27, 41, 15, 9, 1111, 72, 90, 2, 130, 137, 9, 75, 239, 19]","[5.54257, 1.9745326, 2.310884, 1.6383634, 2.7686634, 5.54257, 2.9531727, 3.0736938, 0.9135472, 3.41267, 3.5314627, 2.7686634, 2.9091341, 4.016383, 1.8461946]"
9780,"[6, 1208, 22, 2, 1178, 7, 6, 1062, 4, 194, 225, 138, 5, 8, 942, 29, 833, 80, 11, 479, 24, 19, 3, 204]","[2.3867493, 5.54257, 1.8461946, 0.9135472, 5.54257, 1.2920218, 2.3867493, 5.54257, 1.0145292, 3.8854222, 3.8854222, 3.5746412, 1.2280477, 1.2845422, 5.54257, 2.103904, 5.256192, 3.023547, 1.4113835, 4.7004805, 1.8580694, 1.8461946, 1.0370923, 3.8854222]"
9781,"[5, 8, 454, 12, 377, 18, 296, 26, 19, 71, 305, 4, 5, 589]","[2.4560955, 1.2845422, 4.7004805, 1.4113835, 4.45176, 1.9140218, 4.2536764, 1.9403142, 1.8461946, 2.8468866, 4.2536764, 1.0145292, 2.4560955, 5.256192]"
9782,"[5, 8, 21, 49, 520, 32, 7, 41, 299, 55, 2, 252, 26, 6, 362, 1110, 332, 29, 20, 966, 1175, 4, 821, 545, 26, 2, 150]","[1.2280477, 1.2845422, 1.8061006, 2.4507656, 4.8533316, 2.1122313, 1.2920218, 2.310884, 4.2536764, 2.6032968, 1.8270944, 4.0892034, 3.8806283, 1.1933746, 4.45176, 5.54257, 4.347694, 2.103904, 2.0875108, 5.54257, 5.54257, 1.0145292, 5.256192, 4.8533316, 3.8806283, 1.8270944, 3.6198866]"
9783,"[40, 47, 67, 6, 39, 1142, 2, 173, 16, 20, 144, 14, 2041, 125, 342, 438, 26, 91, 41]","[2.2690754, 2.4635534, 2.8270671, 1.1933746, 2.2390716, 5.54257, 0.9135472, 3.7702034, 1.7576411, 2.0875108, 3.5314627, 1.6516291, 5.9467287, 3.7174158, 4.45176, 4.568247, 1.9403142, 3.099842, 2.310884]"
9784,"[412, 70, 342, 83, 11, 23, 64, 222]","[4.568247, 2.9994752, 4.45176, 2.9994752, 1.4113835, 1.7681279, 2.9531727, 3.8854222]"
9785,"[64, 270, 272, 3, 689, 41, 1916, 148, 1252, 27, 64, 222, 175, 128, 125, 33, 3, 451, 4, 74, 617, 7, 11]","[5.9063454, 4.1679564, 4.2536764, 2.0741847, 5.034352, 2.310884, 5.9467287, 3.7702034, 5.54257, 1.9745326, 5.9063454, 3.8854222, 3.7702034, 3.41267, 3.7174158, 2.3002293, 2.0741847, 4.7004805, 1.0145292, 2.9308836, 5.034352, 1.2920218, 1.4113835]"
9786,"[718, 271, 27, 298, 2081, 176, 3, 142, 87, 11, 4, 31, 541, 64, 270, 153, 386, 30, 1294, 273, 7, 235, 250, 447]","[5.256192, 4.0892034, 1.9745326, 4.2536764, 5.9467287, 3.7174158, 1.0370923, 3.5746412, 3.0736938, 1.4113835, 1.0145292, 2.1291559, 5.034352, 2.9531727, 4.1679564, 3.7174158, 4.45176, 2.1291559, 5.54257, 4.2536764, 1.2920218, 4.0892034, 4.016383, 4.7004805]"
9787,"[1022, 922, 164, 67, 37, 40, 3, 44]","[5.54257, 5.256192, 3.6674004, 2.8270671, 2.229313, 2.2690754, 1.0370923, 2.366332]"
9788,"[6, 47, 96, 72, 9, 21, 9, 61, 3, 687, 20, 440, 188, 3, 2408, 2305, 20, 144, 232, 32, 10, 198, 7, 20, 4, 13, 2363, 1180, 10, 20, 170]","[1.1933746, 2.4635534, 3.3072655, 2.9531727, 2.7686634, 1.8061006, 2.7686634, 2.6995292, 2.0741847, 5.034352, 8.350043, 4.568247, 3.7702034, 2.0741847, 5.9467287, 5.9467287, 8.350043, 3.5314627, 3.9486763, 2.1122313, 2.7453773, 3.7702034, 1.2920218, 8.350043, 1.0145292, 1.5005196, 5.9467287, 5.54257, 2.7453773, 8.350043, 3.6674004]"
9789,"[37, 39, 461, 3, 6, 47, 4, 229, 20, 144, 26, 20, 2188]","[2.229313, 2.2390716, 4.7004805, 1.0370923, 1.1933746, 2.4635534, 1.0145292, 3.9486763, 4.1750216, 3.5314627, 1.9403142, 4.1750216, 5.9467287]"
9790,"[20, 251, 126, 3, 288, 37, 40, 78, 53, 2369, 2077]","[2.0875108, 4.0892034, 3.41267, 1.0370923, 4.1679564, 2.229313, 2.2690754, 3.0482748, 2.57346, 5.9467287, 5.9467287]"
9791,"[5, 240, 317, 785, 16, 6, 346, 902, 443, 2, 1807, 106, 66, 2, 130, 137, 87, 52, 472, 4, 1868, 114, 93, 22, 15, 14, 5, 166, 35, 552]","[2.4560955, 4.016383, 4.347694, 5.256192, 1.7576411, 1.1933746, 4.45176, 5.256192, 4.568247, 1.8270944, 5.9467287, 3.3072655, 2.7519443, 1.8270944, 3.41267, 3.5314627, 3.0736938, 2.716655, 4.7004805, 1.0145292, 5.9467287, 3.2746258, 3.1830916, 1.8461946, 1.6383634, 1.6516291, 2.4560955, 3.7174158, 2.1822214, 4.8533316]"
